"","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"293","pedro",1323094973,872348,"05/12/2011 14:22","no",50,126,27.8,0.38,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.46,-39,65,-177,0,572,-394,-17.9,-64.7,-112,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,0.59,-0.05,189,28,154,326,242,535,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.91207174,16.79212321,123.397793,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.11,-0.26,17,-29,96,479,-565,-33,83.2,2.11,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.21,0.16,144,217,-198,-157,747,644,"A"
"294","pedro",1323094973,884317,"05/12/2011 14:22","no",50,126,27.7,0.38,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.03,-0.44,-40,67,-176,1,575,-390,-21.8,-67.2,-107,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,0.58,-0.03,200,26,153,369,224,523,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.60819126,15.17580312,124.4920791,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.08,-0.25,15,-28,94,486,-560,-35,83.5,2.23,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.11,0.21,144,220,-200,-160,749,640,"A"
"295","pedro",1323094974,60302,"05/12/2011 14:22","no",51,126,27.6,0.43,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.02,-0.44,-43,70,-177,6,573,-387,-59.6,-76.6,-68.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,0.51,0.1,272,10,105,521,176,422,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.61793107,15.62985399,123.3662371,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.08,-0.28,16,-30,97,480,-564,-34,85.1,3.9,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.26,0.07,154,241,-191,-176,752,618,"A"
"296","pedro",1323094974,80303,"05/12/2011 14:22","no",51,126,27.5,0.42,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.02,-0.44,-44,68,-175,2,578,-384,-71.2,-77.2,-56.3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,0.48,0.1,274,7,91,535,170,407,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.23956544,15.97109486,123.5331816,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.11,-0.28,16,-29,95,483,-563,-32,85.1,4.11,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.16,-0.05,150,238,-188,-169,754,614,"A"
"297","pedro",1323094974,112364,"05/12/2011 14:22","no",51,126,27.5,0.44,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.02,-0.44,-44,69,-177,8,571,-383,-82.6,-77.2,-44.7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.12,0.48,0.07,287,4,96,564,158,381,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.71435034,12.31771323,121.0155682,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.11,-0.28,13,-35,99,484,-564,-29,84.9,4.22,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.1,-0.16,148,236,-188,-175,752,624,"A"
"298","pedro",1323094974,252293,"05/12/2011 14:22","no",51,126,27.3,0.82,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.03,-0.41,-42,69,-177,2,571,-391,-127,-70.5,0.56,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,0.29,0.07,346,-7,80,666,106,267,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.30420223,18.94713735,126.0234716,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.14,-0.38,18,-23,91,488,-562,-26,84.9,5.19,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.05,0.23,141,205,-194,-184,764,632,"A"
"299","pedro",1323094974,320339,"05/12/2011 14:22","no",51,127,27.2,0.88,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.03,-0.41,-41,70,-180,7,576,-378,-133,-67.4,7.25,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,0.29,-0.03,354,-1,74,683,96,242,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.22150662,14.44869087,122.4688068,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,-0.14,-0.36,15,-32,98,487,-559,-36,86,5.15,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.05,0.38,146,232,-196,-181,757,623,"A"
"300","pedro",1323094974,460393,"05/12/2011 14:22","no",51,127,27,1.09,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.03,-0.41,-44,69,-181,7,569,-383,-141,-62.2,14.1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,0.34,-0.23,382,-14,77,713,65,169,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.70159012,16.68180314,124.5122982,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,-0.16,-0.38,17,-28,97,484,-560,-24,87,5.05,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.06,0.1,141,265,-200,-186,754,614,"A"
"301","pedro",1323094974,516321,"05/12/2011 14:22","no",51,127,27,1.18,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.03,-0.41,-44,72,-179,7,577,-387,-145,-58.1,17.6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,0.37,-0.13,392,-13,70,722,53,138,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.93262749,14.31842006,122.7915268,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,-0.11,-0.43,15,-32,99,494,-554,-33,86.7,4.82,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.11,-0.21,136,249,-193,-182,756,621,"A"
"302","pedro",1323094974,548376,"05/12/2011 14:22","no",51,127,27,1.15,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.02,-0.46,-42,70,-180,5,576,-388,-149,-48.1,22.7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,0.47,0.51,428,-37,8,740,4,3,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.62715274,21.53225411,125.5802426,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.19,-0.41,20,-21,89,486,-557,-28,85.7,4.6,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.06,-0.11,154,221,-184,-180,751,630,"A"
"303","pedro",1323094974,584699,"05/12/2011 14:22","no",51,127,27,0.93,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.02,-0.48,-46,69,-186,9,571,-394,-149,-40.4,25.3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,0.43,0.51,426,-59,-81,743,-17,-75,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.25383654,19.10557965,125.1568168,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.19,-0.34,19,-25,95,493,-560,-25,86.2,4.2,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.22,0.16,137,232,-190,-177,751,619,"A"
"304","pedro",1323094974,604293,"05/12/2011 14:22","no",51,127,27.1,0.85,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.02,-0.46,-46,67,-184,10,570,-386,-149,-38,26,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,0.37,0.41,434,-64,-89,738,-32,-107,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.21914504,19.05650281,124.3978223,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.19,-0.36,19,-26,95,491,-558,-36,86.5,4,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.18,0.15,137,247,-194,-176,751,611,"A"
"305","pedro",1323094974,752314,"05/12/2011 14:22","no",51,127,27.4,0.3,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,0,-0.46,-45,71,-183,5,582,-392,-150,-32.9,26.1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.16,0.08,421,-90,-114,718,-57,-149,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.20667072,19.36683616,133.5431313,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.24,-0.23,19,-13,96,497,-550,-39,86.1,3.49,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.23,148,238,-185,-165,751,618,"A"
"306","pedro",1323094974,760346,"05/12/2011 14:22","no",51,126,27.4,0.13,21,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,0,-0.48,-43,72,-185,1,578,-383,-150,-33.3,25.9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.34,0.15,420,-89,-97,728,-42,-145,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.23345715,17.16550405,130.3894878,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.21,-0.16,17,-20,96,501,-547,-48,85.9,3.58,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.08,-0.18,143,231,-185,-169,754,615,"A"
"307","pedro",1323094974,768333,"05/12/2011 14:22","no",51,126,27.5,-0.15,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,0,-0.49,-39,68,-183,1,571,-397,-150,-35.4,25.5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-0.66,0.2,422,-75,-71,734,-45,-104,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.47237512,20.33045613,124.9930088,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.19,-0.11,20,-24,94,505,-544,-40,85.7,3.68,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.02,-0.08,140,223,-188,-166,751,621,"A"
"308","pedro",1323094974,780323,"05/12/2011 14:22","no",51,126,27.5,-0.33,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,0,-0.48,-39,67,-182,0,579,-393,-150,-37,25.3,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,-0.75,0.18,420,-68,-73,732,-33,-101,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.12185346,19.24886557,124.3595789,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,-0.19,-0.16,20,-27,99,495,-546,-43,85.8,3.69,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0,-0.03,147,221,-191,-172,749,625,"A"
"309","pedro",1323094974,800347,"05/12/2011 14:22","no",51,126,27.5,-0.58,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,0,-0.48,-41,70,-179,-5,567,-386,-150,-40.5,25.1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,-0.93,0.05,424,-60,-59,745,-4,-58,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.13749082,16.7558234,128.3303724,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.21,-0.23,16,-22,92,506,-538,-43,86,3.7,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.03,0.11,144,220,-191,-169,753,622,"A"
"310","pedro",1323094974,808331,"05/12/2011 14:22","no",51,126,27.6,-1.03,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,0,-0.51,-39,70,-183,0,577,-388,-151,-46.7,25.3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,-1.12,-0.05,417,-45,-28,743,30,5,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.11310578,21.00662496,123.2513694,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,-0.21,-0.23,21,-26,95,511,-531,-51,87.2,3.58,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.05,0.34,141,238,-191,-167,746,604,"A"
"311","pedro",1323094974,824283,"05/12/2011 14:22","no",51,125,27.7,-1.21,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,0,-0.52,-37,69,-181,0,577,-385,-152,-49.1,25.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,-1.17,-0.07,407,-45,-33,743,46,42,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.3032811,14.48367445,129.4989904,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.16,-0.25,15,-24,100,508,-543,-44,87.7,3.46,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.1,0.33,142,249,-192,-169,742,601,"A"
"312","pedro",1323094974,860356,"05/12/2011 14:22","no",51,125,27.7,-1.51,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,0,-0.51,-39,70,-177,-4,568,-366,-153,-53.7,26.3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,-1.24,-0.02,396,-28,17,728,75,88,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.82837112,20.21199158,122.3625481,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-0.13,-0.33,19,-26,89,504,-532,-56,88.4,3.31,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.03,0.21,142,255,-190,-162,745,590,"A"
"313","pedro",1323094974,916349,"05/12/2011 14:22","no",51,125,27.6,-1.86,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.02,-0.51,-38,70,-176,-8,584,-377,-157,-64,29.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,-1.27,0.02,361,-8,45,694,130,191,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.60405914,19.33323906,133.3397908,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.06,-0.36,17,-12,86,514,-546,-57,89,3.16,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.07,140,245,-192,-163,733,584,"A"
"314","pedro",1323094974,972294,"05/12/2011 14:22","yes",51,124,27.6,-2.03,20,"-0.684696","-0.605475","#DIV/0!","-0.847382","1.192288","#DIV/0!",1.2,21,"-0.7",-2,20,"-0.7",3.23,1,"0.0000",0.2,126.2,0.8,0.6,27.4,0.3,0.1,0.1,1,1.06,-0.5,-0.02,-0.51,-37,69,-175,-6,578,-372,-160,-69,32.6,36,25.4043,-137.2604,26.1046,681.4501,-54.6667,15.0704,227.118,11.3142,26.7693,716.5955,1.67,-1.25,0.02,347,8,55,651,174,250,"-1.39700","3.59486","-0.67859","-0.01884","-2.06464","-0.67310",-32.8,32.6,46,-77.2,-78.7,29,44.4,111.3,17,-3.4,30.7,126.1,"1.2107","-0.7197","#DIV/0!","0.7684","0.4106","#DIV/0!",30.7,133.5,"1.2",10.6,120.9,"1.2",20.11,12.62,"0.00",9,0.34,-23.4639,6.0949,37.1478,18.1634,3.9071,15.2658,126.5357,3.3652,11.3248,0.29,-0.08,-0.36,27,-3,85,512,-540,-69,89.2,3.01,105,"-1.2273","0.7148","#DIV/0!","0.2921","0.7837","#DIV/0!",5.2,108,"-1.2",3,105,"-1.2",2.18,3,"0.00",36,1.31738,86.38542,1.32006,1.74255,4.07,0.66901,0.44758,106,0.79894,0.6383,0.06,0.05,0.03,146,252,-191,-154,741,578,"A"
"315","pedro",1323094975,8346,"05/12/2011 14:22","no",52,124,27.6,-2.07,20,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.02,-0.51,-35,71,-175,-2,580,-381,-162,-71.5,34.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,-1.25,0.03,345,6,82,640,177,255,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.13159954,23.82472522,131.1127929,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.1,-0.36,21,-9,86,512,-534,-70,89.3,3.05,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.03,0,147,252,-191,-152,739,574,"A"
"316","pedro",1323094975,32290,"05/12/2011 14:22","no",52,124,27.5,-2.11,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.49,-31,67,-171,0,582,-382,-169,-76.6,41.7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,-1.27,0.07,295,20,81,601,208,313,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.010959084,28.40114885,127.7789195,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.14,-0.33,24,-6,82,513,-537,-76,89.2,3.1,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,-0.07,137,237,-194,-159,731,570,"A"
"317","pedro",1323094975,45650,"05/12/2011 14:22","no",52,124,27.4,-2.08,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.03,-0.48,-33,66,-167,0,579,-373,-175,-79,47.6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,-1.25,0.05,301,18,114,572,222,342,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.40252251,25.56151942,128.9853712,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.18,-0.34,20,-9,76,511,-539,-79,89.2,3.04,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.05,-0.05,142,237,-196,-157,740,573,"A"
"318","pedro",1323094975,45695,"05/12/2011 14:22","no",52,124,27.3,-2,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.05,-0.44,-34,66,-166,1,585,-375,175,-81.5,57.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,-1.3,0.02,275,31,102,537,248,384,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.496945743,27.82105971,129.140772,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.21,-0.33,22,-2,77,516,-531,-83,89.2,3,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.03,-0.05,150,240,-196,-151,737,574,"A"
